10:57:20	 E
10:57:20	 EMG:504
10:57:20	 EMG:596
10:57:20	 EMG:640
10:57:20	 EMG80
10:57:20	 EMG:433
10:57:20	 EMG:505
10:57:20	 EMG:656
10:57:20	 EMG:440
10:57:20	 EMG:152
10:57:20	 EMG:119
10:57:20	 EMG:262
10:57:20	 EMG:390
10:57:20	 EMG:436
10:57:20	 EMG:504
10:57:20	 EMG:596
10:57:20	 EMG:640
10:57:20	 EMG:0
10:57:20	 EMG:433
10:57:20	 EMG:505
10:57:20	 EMG:656
10:57:20	 EMG:440
10:57:20	 EMG:152
10:57:20	 EMG:119
10:57:20	 EMG:262
10:57:20	 EMG:390
10:57:20	 EMG:436
10:57:20	 EMG:504
10:57:20	 EMG:596
10:57:20	 EMG:640
10:57:21	 EMG:5 EMG:358
10:57:21	 EMG:287
10:57:21	 EMG:313
10:57:21	 EMG:349
10:57:21	 EMG:354
10:57:21	 EMG:379
10:57:22	 EMG:396
10:57:22	 EMG:377
10:57:22	 EMG:339
10:57:22	 EMG:357
10:57:22	 EMG:235
10:57:22	 EMG:256
10:57:22	 EMG:381
10:57:22	 EMG:414
10:57:22	 EMG:329
10:57:22	 EMG:364
10:57:23	 EMG:224
10:57:23	 EMG:263
10:57:23	 EMG:276
10:57:23	 EMG:231
10:57:23	 EMG:288
10:57:23	 EMG:221
10:57:23	 EMG:262
10:57:23	 EMG:344
10:57:23	 EMG:320
10:57:23	 EMG:331
10:57:24	 EMG:487
10:57:24	 EMG:438
10:57:24	 EMG:421
10:57:24	 EMG:363
10:57:24	 EMG:338
10:57:24	 EMG:402
10:57:24	 EMG:303
10:57:24	 EMG:235
10:57:24	 EMG:305
10:57:24	 EMG:337
10:57:25	 EMG:335
10:57:25	 EMG:423
10:57:25	 EMG:402
10:57:25	 EMG:327
10:57:25	 EMG:326
10:57:25	 EMG:313
10:57:25	 EMG:279
10:57:25	 EMG:236
10:57:25	 EMG:285
10:57:25	 EMG:347
10:57:25	 EMG:272
10:57:26	 EMG:243
10:57:26	 EMG:268
10:57:26	 EMG:303
10:57:26	 EMG:348
10:57:26	 EMG:257
10:57:26	 EMG:245
10:57:26	 EMG:294
10:57:26	 EMG:293
10:57:26	 EMG:290
10:57:27	 EMG:302
10:57:27	 EMG:328
10:57:27	 EMG:285
10:57:27	 EMG:316
10:57:27	 EMG:342
10:57:27	 EMG:335
10:57:27	 EMG:319
10:57:27	 EMG:288
10:57:27	 EMG:357
10:57:27	 EMG:391
10:57:28	 EMG:287
10:57:28	 EMG:311
10:57:28	 EMG:237
10:57:28	 EMG:198
10:57:28	 EMG:208
10:57:28	 EMG:223
10:57:28	 EMG:207
10:57:28	 EMG:980
10:57:28	 EMG:612
10:57:28	 EMG:779
10:57:29	 EMG:740
10:57:29	 EMG:674
10:57:29	 EMG:474
10:57:29	 EMG:350
10:57:29	 EMG:218
10:57:29	 EMG:268
10:57:29	 EMG:240
10:57:29	 EMG:263
10:57:29	 EMG:315
10:57:29	 EMG:980
10:57:30	 EMG:979
10:57:30	 EMG:979
10:57:30	 EMG:979
10:57:30	 EMG:980
10:57:30	 EMG:980
10:57:30	 EMG:980
10:57:30	 EMG:455
10:57:30	 EMG:620
10:57:30	 EMG:979
10:57:30	 EMG:979
10:57:31	 EMG:981
10:57:31	 EMG:980
10:57:31	 EMG:980
10:57:31	 EMG:980
10:57:31	 EMG:980
10:57:31	 EMG:973
10:57:31	 EMG:801
10:57:31	 EMG:755
10:57:31	 EMG:781
10:57:31	 EMG:695
10:57:32	 EMG:582
10:57:32	 EMG:569
10:57:32	 EMG:521
10:57:32	 EMG:439
10:57:32	 EMG:495
10:57:32	 EMG:708
10:57:32	 EMG:888
10:57:32	 EMG:837
10:57:32	 EMG:677
10:57:33	 EMG:558
10:57:33	 EMG:506
10:57:33	 EMG:383
10:57:33	 EMG:284
